epoch,step,test_age_loss,test_age_mae,test_gender_acc,test_gender_loss,train_age_loss,train_gender_loss,train_loss,val_age_loss,val_age_mae,val_gender_acc,val_gender_loss,val_loss
0,9,,,,,1704.5068359375,0.6509209871292114,5114.17138671875,,,,,
0,19,,,,,1460.2318115234375,0.6809638738632202,4381.37646484375,,,,,
0,29,,,,,507.92657470703125,0.6609127521514893,1524.440673828125,,,,,
0,39,,,,,585.3687133789062,0.6523903608322144,1756.758544921875,,,,,
0,49,,,,,477.21240234375,0.662932276725769,1432.3001708984375,,,,,
0,59,,,,,446.55303955078125,0.628066897392273,1340.2872314453125,,,,,
0,69,,,,,326.1732482910156,0.6340794563293457,979.1538696289062,,,,,
0,79,,,,,365.2466125488281,0.6004951000213623,1096.34033203125,,,,,
0,89,,,,,323.70196533203125,0.6180777549743652,971.7239990234375,,,,,
0,99,,,,,237.2838592529297,0.6018514633178711,712.4534301757812,,,,,
0,109,,,,,245.75390625,0.62238609790802,737.8840942382812,,,,,
0,119,,,,,320.44085693359375,0.6186718940734863,961.9412231445312,,,,,
0,129,,,,,297.44622802734375,0.6065225601196289,892.9451904296875,,,,,
0,139,,,,,217.7301025390625,0.6276439428329468,653.8179321289062,,,,,
0,149,,,,,291.4065246582031,0.6302338242530823,874.849853515625,,,,,
0,159,,,,,185.6149139404297,0.6251295208930969,557.4698486328125,,,,,
0,169,,,,,224.86111450195312,0.6428595781326294,675.2262573242188,,,,,
0,179,,,,,164.35885620117188,0.588819146156311,493.6653747558594,,,,,
0,189,,,,,215.53692626953125,0.5608295798301697,647.171630859375,,,,,
0,199,,,,,309.1242980957031,0.6360878944396973,928.009033203125,,,,,
0,209,,,,,256.9765930175781,0.6140053272247314,771.5438232421875,,,,,
0,219,,,,,275.4897155761719,0.6272932887077332,827.096435546875,,,,,
0,229,,,,,204.9466094970703,0.6652699708938599,615.505126953125,,,,,
0,239,,,,,332.0503845214844,0.6125870943069458,996.7637329101562,,,,,
0,249,,,,,149.47439575195312,0.5986183881759644,449.0218200683594,,,,,
0,259,,,,,197.41952514648438,0.6187658309936523,592.8773193359375,,,,,
0,269,,,,,247.22976684570312,0.5651559233665466,742.2545166015625,,,,,
0,279,,,,,182.12022399902344,0.6108835339546204,546.9715576171875,,,,,
0,289,,,,,169.63357543945312,0.6340726613998413,509.5347900390625,,,,,
0,296,,,,,,,,181.28982543945312,10.235784530639648,0.798312246799469,0.6105102300643921,544.4800415039062
1,299,,,,,210.7379913330078,0.5827109813690186,632.7966918945312,,,,,
1,309,,,,,171.65402221679688,0.5834999084472656,515.5455322265625,,,,,
1,319,,,,,247.0050048828125,0.6286814212799072,741.6436767578125,,,,,
1,329,,,,,185.0762939453125,0.6155773401260376,555.844482421875,,,,,
