epoch,step,test_age_loss,test_age_mae,test_gender_acc,test_gender_loss,train_age_loss,train_gender_loss,train_loss,val_age_loss,val_age_mae,val_gender_acc,val_gender_loss,val_loss
0,9,,,,,4935.5625,0.6769353151321411,14807.3642578125,,,,,
0,19,,,,,3464.6162109375,0.6795361042022705,10394.5283203125,,,,,
0,29,,,,,1282.5504150390625,0.6842653155326843,3848.335693359375,,,,,
0,39,,,,,1660.462890625,0.6318007707595825,4982.0205078125,,,,,
0,49,,,,,1761.5128173828125,0.6525537371635437,5285.19091796875,,,,,
0,59,,,,,1015.2830810546875,0.6435431838035583,3046.49267578125,,,,,
0,69,,,,,1057.058349609375,0.6774218082427979,3171.8525390625,,,,,
0,79,,,,,708.9769287109375,0.640116810798645,2127.57080078125,,,,,
0,89,,,,,624.4161376953125,0.5932462215423584,1873.8416748046875,,,,,
0,99,,,,,908.726318359375,0.717038631439209,2726.89599609375,,,,,
0,109,,,,,735.7050170898438,0.579731822013855,2207.69482421875,,,,,
0,119,,,,,1031.4017333984375,0.6276248693466187,3094.832763671875,,,,,
0,129,,,,,712.6114501953125,0.6214598417282104,2138.455810546875,,,,,
0,139,,,,,819.7662963867188,0.6308692097663879,2459.9296875,,,,,
0,149,,,,,352.5516662597656,0.6152752041816711,1058.270263671875,,,,,
0,159,,,,,767.396728515625,0.6146654486656189,2302.804931640625,,,,,
0,169,,,,,691.6591796875,0.6070955991744995,2075.584716796875,,,,,
0,179,,,,,658.077392578125,0.6376878023147583,1974.869873046875,,,,,
0,189,,,,,878.18603515625,0.6019635796546936,2635.16015625,,,,,
0,199,,,,,961.037353515625,0.595302164554596,2883.707275390625,,,,,
0,209,,,,,341.75244140625,0.5977572798728943,1025.8551025390625,,,,,
0,219,,,,,645.2981567382812,0.6463807821273804,1936.5408935546875,,,,,
0,229,,,,,741.11181640625,0.611773669719696,2223.947265625,,,,,
0,239,,,,,703.173583984375,0.5828571319580078,2110.103515625,,,,,
0,249,,,,,981.479736328125,0.6055407524108887,2945.044677734375,,,,,
0,259,,,,,710.8331298828125,0.670684278011322,2133.170166015625,,,,,
0,269,,,,,740.0784301757812,0.6018619537353516,2220.837158203125,,,,,
0,279,,,,,925.0407104492188,0.5670896768569946,2775.689208984375,,,,,
0,289,,,,,538.499755859375,0.6245653629302979,1616.123779296875,,,,,
0,296,,,,,,,,574.4066162109375,10.458887100219727,0.797890305519104,0.6030822992324829,1723.82275390625
1,299,,,,,603.6386108398438,0.619459867477417,1811.5352783203125,,,,,
1,309,,,,,467.2205505371094,0.6304237842559814,1402.2919921875,,,,,
1,319,,,,,408.22186279296875,0.6236666440963745,1225.2891845703125,,,,,
1,329,,,,,462.00811767578125,0.6480129361152649,1386.6724853515625,,,,,
1,339,,,,,637.8853759765625,0.6157327890396118,1914.2718505859375,,,,,
1,349,,,,,349.6307678222656,0.6522565484046936,1049.5445556640625,,,,,
1,359,,,,,845.5243530273438,0.6375497579574585,2537.21044921875,,,,,
1,369,,,,,584.415283203125,0.5414321422576904,1753.7872314453125,,,,,
1,379,,,,,466.2750244140625,0.5895249843597412,1399.41455078125,,,,,
1,389,,,,,799.140869140625,0.651165246963501,2398.07373046875,,,,,
1,399,,,,,492.3639831542969,0.5697348713874817,1477.66162109375,,,,,
1,409,,,,,762.9141235351562,0.685142993927002,2289.427490234375,,,,,
1,419,,,,,312.4844970703125,0.6099998950958252,938.0634765625,,,,,
1,429,,,,,711.6195068359375,0.5827625393867493,2135.441162109375,,,,,
1,439,,,,,474.7535095214844,0.5975282192230225,1424.8580322265625,,,,,
1,449,,,,,468.82843017578125,0.5515289306640625,1407.036865234375,,,,,
1,459,,,,,374.14471435546875,0.5460273027420044,1122.9801025390625,,,,,
1,469,,,,,508.77716064453125,0.6009801626205444,1526.9324951171875,,,,,
1,479,,,,,668.4969482421875,0.5968472361564636,2006.087646484375,,,,,
1,489,,,,,763.7470703125,0.5936508178710938,2291.8349609375,,,,,
1,499,,,,,627.441162109375,0.6294487118721008,1882.952880859375,,,,,
1,509,,,,,562.328369140625,0.6080582141876221,1687.5931396484375,,,,,
1,519,,,,,338.9821472167969,0.5746762752532959,1017.5210571289062,,,,,
1,529,,,,,392.06646728515625,0.6085020303726196,1176.8079833984375,,,,,
1,539,,,,,558.2354736328125,0.5836038589477539,1675.2900390625,,,,,
1,549,,,,,559.6927490234375,0.6323996782302856,1679.710693359375,,,,,
1,559,,,,,280.33245849609375,0.6222398281097412,841.61962890625,,,,,
1,569,,,,,505.864013671875,0.604438304901123,1518.196533203125,,,,,
1,579,,,,,686.673583984375,0.6371363401412964,2060.657958984375,,,,,
1,589,,,,,621.3741455078125,0.6286302804946899,1864.7510986328125,,,,,
1,593,,,,,,,,505.22430419921875,10.316543579101562,0.7860759496688843,0.6025681495666504,1516.2752685546875
2,599,,,,,466.8854675292969,0.6057299375534058,1401.2620849609375,,,,,
2,609,,,,,627.0387573242188,0.6165724992752075,1881.7327880859375,,,,,
2,619,,,,,602.990966796875,0.5980274081230164,1809.5709228515625,,,,,
2,629,,,,,469.2845153808594,0.6090669631958008,1408.4625244140625,,,,,
2,639,,,,,382.2412109375,0.5800399780273438,1147.3037109375,,,,,
2,649,,,,,281.833251953125,0.6465175151824951,846.1463012695312,,,,,
2,659,,,,,305.9077453613281,0.6188660860061646,918.3421630859375,,,,,
2,669,,,,,551.9443359375,0.6177591681480408,1656.4508056640625,,,,,
2,679,,,,,389.0211181640625,0.5756900310516357,1167.6390380859375,,,,,
2,689,,,,,474.6153564453125,0.6539434790611267,1424.5,,,,,
2,699,,,,,547.1275024414062,0.5981330871582031,1641.980712890625,,,,,
2,709,,,,,552.2036743164062,0.5919906497001648,1657.203125,,,,,
2,719,,,,,443.4623107910156,0.5732792019844055,1330.960205078125,,,,,
2,729,,,,,487.3349609375,0.5377634167671204,1462.5426025390625,,,,,
2,739,,,,,876.2380981445312,0.6000913977622986,2629.314453125,,,,,
2,749,,,,,551.1319580078125,0.6125351190567017,1654.0084228515625,,,,,
2,759,,,,,300.9131774902344,0.6474064588546753,903.3869018554688,,,,,
2,769,,,,,334.10455322265625,0.6020429134368896,1002.9157104492188,,,,,
2,779,,,,,458.8384094238281,0.6004369258880615,1377.11572265625,,,,,
2,789,,,,,326.62109375,0.6066498756408691,980.4699096679688,,,,,
2,799,,,,,405.5874938964844,0.5828584432601929,1217.3453369140625,,,,,
2,809,,,,,394.6674499511719,0.591800332069397,1184.5941162109375,,,,,
2,819,,,,,441.9721984863281,0.5570740699768066,1326.4737548828125,,,,,
2,829,,,,,330.78173828125,0.5695898532867432,992.914794921875,,,,,
2,839,,,,,516.7959594726562,0.5761908888816833,1550.964111328125,,,,,
2,849,,,,,340.3485412597656,0.607689380645752,1021.6533203125,,,,,
2,859,,,,,639.04296875,0.6073441505432129,1917.7362060546875,,,,,
2,869,,,,,359.28106689453125,0.65317302942276,1078.4964599609375,,,,,
2,879,,,,,413.72296142578125,0.5710064172744751,1241.739990234375,,,,,
2,889,,,,,461.2197265625,0.6027499437332153,1384.261962890625,,,,,
2,890,,,,,,,,481.91229248046875,9.946494102478027,0.8067510724067688,0.5993209481239319,1446.3358154296875
3,899,,,,,564.5498046875,0.6231817007064819,1694.2725830078125,,,,,
3,909,,,,,498.54815673828125,0.6127670407295227,1496.25732421875,,,,,
3,919,,,,,229.9157257080078,0.5717223882675171,690.3189086914062,,,,,
3,929,,,,,520.8131103515625,0.559524655342102,1562.9989013671875,,,,,
3,939,,,,,369.424560546875,0.6193598508834839,1108.89306640625,,,,,
3,949,,,,,439.1339111328125,0.6135973930358887,1318.015380859375,,,,,
3,959,,,,,416.3284912109375,0.6702776551246643,1249.65576171875,,,,,
3,969,,,,,424.1620178222656,0.5707924962043762,1273.056884765625,,,,,
3,979,,,,,534.400390625,0.5550346374511719,1603.7562255859375,,,,,
3,989,,,,,562.1126708984375,0.6232330799102783,1686.9613037109375,,,,,
3,999,,,,,473.68902587890625,0.5808119177818298,1421.64794921875,,,,,
3,1009,,,,,500.74566650390625,0.6112903356552124,1502.848388671875,,,,,
3,1019,,,,,437.9066162109375,0.6028331518173218,1314.3226318359375,,,,,
3,1029,,,,,471.9740295410156,0.5974359512329102,1416.51953125,,,,,
3,1039,,,,,279.58770751953125,0.5922064781188965,839.3553466796875,,,,,
3,1049,,,,,334.8099365234375,0.6583623290061951,1005.0881958007812,,,,,
3,1059,,,,,276.0483703613281,0.5868749618530273,828.7319946289062,,,,,
3,1069,,,,,372.5480041503906,0.6680383682250977,1118.3121337890625,,,,,
3,1079,,,,,558.852294921875,0.6070610284805298,1677.1639404296875,,,,,
3,1089,,,,,394.7857360839844,0.6298283934593201,1184.987060546875,,,,,
3,1099,,,,,287.517333984375,0.6236541867256165,863.1756591796875,,,,,
3,1109,,,,,340.922119140625,0.558464527130127,1023.3248291015625,,,,,
3,1119,,,,,297.0425109863281,0.6231323480606079,891.7506713867188,,,,,
3,1129,,,,,324.921142578125,0.6179755330085754,975.3814086914062,,,,,
3,1139,,,,,364.1160583496094,0.6383605003356934,1092.9864501953125,,,,,
3,1149,,,,,428.6791076660156,0.610576331615448,1286.64794921875,,,,,
3,1159,,,,,449.24017333984375,0.5979950428009033,1348.3184814453125,,,,,
3,1169,,,,,540.8668212890625,0.6006228923797607,1623.2010498046875,,,,,
3,1179,,,,,372.48992919921875,0.6633126735687256,1118.133056640625,,,,,
3,1187,,,,,,,,593.4073486328125,12.066587448120117,0.8097046613693237,0.5969444513320923,1780.8189697265625
4,1189,,,,,559.9522705078125,0.6143906712532043,1680.47119140625,,,,,
4,1199,,,,,636.1422729492188,0.586998701095581,1909.0137939453125,,,,,
4,1209,,,,,264.4425048828125,0.5909807682037354,793.9185180664062,,,,,
4,1219,,,,,646.9840087890625,0.6163158416748047,1941.568359375,,,,,
4,1229,,,,,255.2252960205078,0.6196821928024292,766.2955932617188,,,,,
4,1239,,,,,372.7841491699219,0.6047400236129761,1118.9571533203125,,,,,
4,1249,,,,,418.58941650390625,0.567955493927002,1256.3363037109375,,,,,
4,1259,,,,,440.70068359375,0.6375468969345093,1322.7396240234375,,,,,
4,1269,,,,,396.38409423828125,0.6290965676307678,1189.781494140625,,,,,
4,1279,,,,,401.85540771484375,0.5797970294952393,1206.14599609375,,,,,
4,1289,,,,,393.46417236328125,0.5784497857093811,1180.9710693359375,,,,,
4,1299,,,,,373.4938049316406,0.6202762126922607,1121.1016845703125,,,,,
4,1309,,,,,438.05877685546875,0.6190393567085266,1314.7952880859375,,,,,
4,1319,,,,,779.251708984375,0.5639689564704895,2338.319091796875,,,,,
4,1329,,,,,463.09320068359375,0.5176485180854797,1389.7972412109375,,,,,
4,1339,,,,,424.7061767578125,0.5591108798980713,1274.6776123046875,,,,,
4,1349,,,,,435.96575927734375,0.5574588179588318,1308.4547119140625,,,,,
4,1359,,,,,453.1645202636719,0.60756915807724,1360.10107421875,,,,,
4,1369,,,,,288.02276611328125,0.5533890724182129,864.6217041015625,,,,,
4,1379,,,,,302.8970947265625,0.6013517379760742,909.2926635742188,,,,,
4,1389,,,,,414.33111572265625,0.6240806579589844,1243.617431640625,,,,,
4,1399,,,,,486.23272705078125,0.5959458351135254,1459.294189453125,,,,,
4,1409,,,,,419.3397521972656,0.6116639375686646,1258.6309814453125,,,,,
4,1419,,,,,371.5934143066406,0.6033812761306763,1115.3836669921875,,,,,
4,1429,,,,,315.9207458496094,0.5779203176498413,948.3401489257812,,,,,
4,1439,,,,,376.16168212890625,0.5795309543609619,1129.064697265625,,,,,
4,1449,,,,,552.4873046875,0.5774810910224915,1658.0394287109375,,,,,
4,1459,,,,,265.21942138671875,0.6416494846343994,796.2999267578125,,,,,
4,1469,,,,,369.0276794433594,0.6193752288818359,1107.702392578125,,,,,
4,1479,,,,,249.59466552734375,0.5969993472099304,749.3809814453125,,,,,
4,1484,,,,,,,,447.0998840332031,9.317798614501953,0.8227847814559937,0.5946635007858276,1341.89453125
5,1489,,,,,183.00962829589844,0.6124139428138733,549.6412963867188,,,,,
5,1499,,,,,231.23391723632812,0.588073194026947,694.2898559570312,,,,,
5,1509,,,,,522.98974609375,0.5676242113113403,1569.536865234375,,,,,
5,1519,,,,,348.8825988769531,0.5959469079971313,1047.2437744140625,,,,,
5,1529,,,,,547.0343627929688,0.5933455228805542,1641.6964111328125,,,,,
5,1539,,,,,430.3572082519531,0.5654094815254211,1291.6370849609375,,,,,
5,1549,,,,,162.70098876953125,0.5308628082275391,488.6338195800781,,,,,
5,1559,,,,,244.91554260253906,0.5974730253219604,735.3441162109375,,,,,
5,1569,,,,,297.45379638671875,0.5666310787200928,892.9280395507812,,,,,
5,1579,,,,,351.3198547363281,0.6100578308105469,1054.5697021484375,,,,,
